"820842351572713473": "['want another blunt', '1']",
"825802682564800512": "['we get it, you smoke a lot of weed', '1']",
"463846739007381504": "['quetiapine and xenical and ability and logy non, oh my!', '0']",
"822282152570077190": "['Split looks dope too', '0']",
"820408927527518208": "['I NEED WEED RIGHTNOWWW', '1']",
"819223233190891522": "['I'm kind of extremely awkward.. But I smoke dope &amp; love cats so I'm still considered a cool kid.', '1']",
"537856738490195968": "['saw my dad's oxycodone prescription for his post knee replacement recovery. 100 PILLS. \n \nDad's gonna be feelin good', '0']",
"820407587199971330": "['It's only right I get smacked tonight', '1']",
"504938982535614466": "['taking the SAT without adderall is mission impossible for me.. long ass fuckin test', '1']",
"821605852503306242": "['being vegan is so fucking dope lol', '0']",
"817796385466482689": "['I just need a blunt and a bed', '1']",
"825542626589827073": "['Dope 😒', '0']",
"459761756038901760": "['10 page research essay with at least 20 sources due by 6PM. Words written: 23. Articles read: 0... Adderall do your thing', '1']",
"534189508930338816": "['Adderall had me designing tattoo ideas. #INeedMore #Addicted', '0']",
"821319752257679360": "['Smoke a blunt &amp; lay with me ?', '1']",
"818463553875279872": "['I seen my dreams come true in a glass pot', '0']",
"820086809078145025": "['@kylemeckley your profile pic dope affffff', '0']",
"824616061110611968": "['That venom movie is going to be so dope', '0']",
"818212805870424064": "['@ColinCowherd why you gotta be so blunt?', '0']",
"818999271047438336": "['off work &amp; ready for a fatass blunt 😛', '1']",
"507261244852936705": "['In 30 days or so the new DEA regulations kick in! Rx like Vicodin and oxycodone will require visits q90 days! Less abuse Less poison!', '0']",
"823244948648493056": "['I just need some coffee and a fatty blunt', '1']",
"815774299176865792": "['Snow was dope today', '0']",
"816879123339440132": "['@RobParker_22  but Saturday's gonna be dope af', '0']",
"481645908459663360": "['@mwredit True. Speaking of which, just took an oxycodone pill. Gonna be floating away soon. lol', '0']",
"822712881158520832": "['It reeks of weed in here', '1']",
"825889578452123656": "['Dope af', '0']",
"820754269477466112": "['acid is not a scary drug', '1']",
"531261873971552257": "['@ILurveH8TURDS Lindsay didn't do meth she only did adderall!! Adderall is legal it's practically a vitamin!!', '0']",
"492322213291655168": "['Good to know that the nfl thinks pot and adderall is worse the knocking a woman unconscious.', '0']",
"826208018601766912": "['im just really excited to smoke a bowl later', '1']",
"815630051509239812": "['blow dope* https://t.co/A2ZHVV90bl', '1']",
"469581176429359104": "['Adderall and Copenhagen is what my night will consist of 👌😞', '0']",
"341178969535705088": "['@arioch1970 &lt; Seroquel - at high doses its for psychotics at a low dose it helps anxiety, depression &amp; insomnia. 25mg I can finally sleep.', '0']",
"819676505651429376": "['Who matching this dope?', '0']",
"820536536932478980": "['aftwr all that hookah i needs a blunt', '1']",
"509137148420063232": "['Things I got yelled at for today: the fact that they don't make a 40mg oxycodone regular release. A fact your doctor isn't aware of.', '0']",
"821468558387396608": "['*hits blunt', '1']",
"343814505706430464": "['Right, got a date with Ms Quetiapine and Law Abiding Citizen on TV', '0']",
"449518177719164929": "['Just realised my pockets are completely empty of seroquel and ativan\nWeird and worrisome...', '0']",
"826443292543946753": "['She know my dope on the scale', '1']",
"522522038687522816": "['@ward_kerry1 Quetiapine seems most common to me based on my entirely non-scientific experiences from Twitter! :)', '0']",
"823551885684699138": "['This acid is fucking crazy lmfao', '1']",
"815814643000233984": "['Frickin dope https://t.co/JElEu57FrC', '0']",
"504842650814808065": "['I may as well start selling this Seroquel cuz I ain't taking it no more. My doctor wasn't playing when she said this a sedative', '1']",
"821079267530379264": "['Moesha was a dope show', '0']",
"531395327925186560": "['Last night my quetiapine didn't kick in until late and I went to bed overwhelmed by low mood. So grateful when it finally let me sleep.', '0']",
"500374678356361216": "['This oxycodone I'm on makes me so itchy, tired and dizzy 😔', '0']",
"486350963066695681": "['Took my adderall at 8 tonight. That was a dumb move KB. Dumb dumb move.', '0']",
"822382156919947266": "['I need some weed or something', '1']",
"821156405084377088": "['thankful for weed lol', '1']",
"489872158445682688": "['Yeah shes part of that crew that snorts adderall in his bathroom/\n/FUCK THAT CREW/ @schoolboy_zo @d00wrednu @MikeKuznetsov @ZacharyVaneck', '0']",
"498263109631762432": "['Of course Lance Armstrong was on drugs, you know how long he had to ride that bike? I take an adderall to clean my room', '1']",
"817778175392542722": "['STOP DOING HEROIN', '0']",
"824201846478831617": "['Let's smoke a bowl', '1']",
"464687293744152577": "['My brother went to a party and high schoolers were sniffing adderall and not a full line just like a half line. Pussies', '1']",
"540762751090450432": "['Adderall had us picking out our outfits for Saturday for 2 hours', '0']",
"541739968754761728": "['hey hey hey hey hey the oxycodone is startting to kick in', '0']",
"822765702918467585": "['I'm a big mess I need a blunt', '1']",
"819767737887035394": "['This game looks dope https://t.co/sgiaJAzTPV', '0']",
"820021144799641600": "['My painting class is so dope ahhh', '0']",
"820478278393876482": "['I'm in the mood to cuddle, smoke a blunt, and watch juice 🙌🏽', '1']",
"453910484379762688": "['I had a dream someone stole my adderall and the weed i was apparently gonna sell.', '0']",
"488967111218167809": "['Adderall literally had me doing school work for classes I didn't even have.', '0']",
"817974293527195649": "['tag yourself im weed https://t.co/bAK8r8SE9x', '0']",
"535149198459826177": "['@bettieriot would spend a few months on chlorpromazine then a few on quetiapine and so on. I quite liked that idea!', '0']",
"523884464959913985": "['I'm still fucking high ; I took a norco pill &amp; 2 100mg seroquel pill', '0']",
"460262093682266113": "['why hasn't this adderall kicked in yet😒👊 there is homework to be done', '1']",
"824389604111421442": "['Hml For Dope', '1']",
"820797690669858817": "['They tried to pass me the weed', '1']",
"821969362378784768": "['I got free weed', '1']",
"534094774043549696": "['@mackymack_ hydrocodone sucks anyways get you some oxycodone kids', '0']",
"816798452315209732": "['I just did a dose of percocet's wit some strippers', '1']",
"352426412847804416": "['@whippie3675 Quetiapine has been good for my symptoms - although it has a lot of side effects. I'm on 600mg and sticking with it! xx', '0']",
"816419198549323780": "['Hmmmm I need a blunt now', '1']",
"824771605276536832": "['What's dope about ya...', '0']",
"818499337617555457": "['One gram = one blunt', '1']",
"495288675765616641": "['The cow balls dangling from your trailer hitch really bring out the oxycodone addiction in your eyes.', '1']",
"484171051673612290": "['ecstasy and oxycodone till we overdose. #xo #xotwod', '1']",
"822301278881587200": "['@CollisionCW Hmu I'm pretty dope', '0']",
"480618013603799040": "['Turns out it wasn't the beer that made my face swell. It's a huge infection in my gums. Oxycodone party it is then.', '0']",
"816743392726122496": "['Woke up from a dope nap', '0']",
"816833396114530304": "['Those superior leaf vegetable blunt wraps are so tight, some of the best if not the best I've smoked https://t.co/C2nbQOpvVu', '0']",
"820861917925228544": "['split looks dope', '0']",
"525066137135247363": "['My prof just asked the class if we knew anyone that abused adderall and wasn't prescribed it...', '0']",
"819046117300060160": "['We on and back poppin with the dope shoots on deck !', '1']",
"536224553740275712": "['It would be bitching if they sold Adderall like they sold gum in a gum ball machine 25 cents for 2 addies plz 😎', '0']",
"509678677526073344": "['You'd think adderall is fucking epinephrine the way pharmacies restrict prescriptions smh.', '0']",
"476199631781896193": "['The thing about medicating for ADHD is that which drug &amp; how much is whack-a-mole. Adderall made me unable to do equations that have x AND y', '0']",
"505614095690002433": "['But I freakin hate taking seroquel dcause when I wake up I feel like I smoked ten blunts and I talk like I have Down syndrome 😫', '0']",
"817985447611731968": "['I really need a fucking blunt', '1']",
"825214726577614848": "['I'll take pot. https://t.co/IKnmb5ArxX', '1']",
"530945515530502144": "['After an afternoon of surgery, 7 was performing the most perfect, oxycodone induced, car karaoke on the drive home from Little Rock. 😍', '0']",
"517480916042911744": "['todays the best day of my life; i got out of practice early, i got my adderall refilled, &amp; i get my big', '0']",
"826485208278986754": "['@adam3rnst or just smoke some weed that's what I do', '1']",
"822786700887912448": "['I need a fat blunt lol', '1']",
"824446168520359936": "['Lowkey in need of a blunt', '1']",
"824781474478039040": "['Culture at midnight I'm amped', '0']",
"824856926160711680": "['Last night was hella dope', '0']",
"818010373282533376": "['Dave Hollister is dope and had a few hits…', '0']",
"453177844043350017": "['She put me on Cymbalta for anxiety and Seroquel off label for sleep #bipolarmeds', '0']",
"821872286554853376": "['Just got a dope ace', '0']",
"496788816674684929": "['Gonna pour myself a nice bowl of adderall Thursday morning #school', '1']",
"538428759917871105": "['ADDERALL WAS A MISTAKE IM SWEATING BALLS AND STRESSING OUT THE YIN YANG', '0']",
"504890230688993280": "['Straight up I gave a girl a adderall and told her it was a Molly Miami girls are stupid as fuck!/ \n\n😂😂😂😂😂', '0']",
"823755745774698496": "['@okayybree smoke a blunt &amp; chill', '1']",
"819022752459784192": "['Cooking up dope in the crockpot  🤘🏽', '1']",
"507395420293582848": "['Hunt: tamper-proof oxycodone has reduced street value in USA. Now available in Australia (not NZ) #ANZSPM14', '0']",
"461383913168850944": "['@DrCaptainRamesh if unipolar depression with psychotic symptoms then Quetiapine in hiking dosage upto 400mg;ECT if suicidal intent prominent', '0']",
"822247550845599744": "['But wit some henny and a blunt. Angel already be acting like she wanna smoke https://t.co/8PyAY4f8pS', '0']",
"461567769621069824": "['@ihaveborderline I thought I'd ask - I take varying doses of quetiapine that, by and large, get my head to shut up at the end if the day', '0']",
"481626958564823040": "['@jj20101 @Bad_Mayo @SecretService @FBI @rivaranger Twitter removed yesterday. FB page today. Arrested in April in released selling oxycodone', '1']",
"816151062553862144": "['If she dope yea https://t.co/jowzjHc6kO', '0']",
"824452761001480192": "['@Nuno916 dope, enjoy sir!!!', '0']",
"817170333530734593": "['Wish I had a fucking blunt', '1']",
